5999,3184,Open
6055,4527,Open
5915,3327,Open
5728,4071,Open
5206,3650,Open
5948,4160,Open
5711,3895,Open
5417,3577,Open
5803,3169,Open
5431,3255,Open
5642,3839,Open
5451,2989,Open
6235,3296,Open
5993,4496,Open
6103,4432,Open
6123,3895,Open
5962,4283,Open
6366,2921,Open
6078,4397,Open
6155,4447,Open
6339,4524,Open
5571,2833,Open
6222,3286,Open
5533,3059,Open
5926,3835,Open
5847,3095,Open
5722,3967,Open
5998,4436,Open
6190,4520,Open
5387,4399,Open
5500,4481,Open
6125,4144,Open
6315,2888,Open
5504,3075,Open
5967,2929,Open
6366,2832,Open
5805,4431,Open
5483,2970,Open
6167,3581,Open
5680,4500,Open
5808,4532,Open
5650,4179,Open
5800,3221,Open
6558,2912,Open
6261,3752,Open
6614,4311,Open
6613,3750,Open
6104,4471,Open
6293,3951,Open
5920,4245,Open
6623,3576,Open
5978,4279,Open
6529,3096,Open
6357,3552,Open
6058,3743,Open
6618,3208,Open
6186,3831,Open
5887,4243,Open
6558,4493,Open
6083,3999,Open
6376,4173,Open
6223,3664,Open
6494,2848,Open
6542,4071,Open
5769,3327,Open
6034,3048,Open
6175,3276,Open
6519,2852,Open
6511,4368,Open
5792,4383,Open
5817,4551,Open
5756,4178,Open
6006,3839,Open
5801,4418,Open
5800,4494,Open
6251,4566,Open
6080,4511,Open
6135,4239,Open
5898,3683,Open
6149,4504,Open
5747,4359,Open
5829,2845,Open
6312,4205,Open
6035,3975,Open
5664,4563,Open
6207,4479,Open
6128,4248,Open
5805,3327,Open
5859,3750,Open
5908,3314,Open
6284,3579,Open
6400,3348,Open
5803,4430,Open
6420,4477,Open
5712,3063,Open
5755,3547,Open
6094,3067,Open
5792,3435,Open
5847,3231,Open
5768,3071,Open
5776,2855,Open
6475,4566,Open
5747,3967,Open
6295,3751,Open
5762,3562,Open
5768,4227,Open
5891,4583,Open
5816,3887,Open
6185,3647,Open
6188,3071,Open
6031,3088,Open
5713,4500,Open
5776,4147,Open
6396,3212,Open
5682,4399,Open
6188,3080,Open
6078,3276,Open
5810,3296,Open
5735,3215,Open
6149,4176,Open
5888,4604,Open
6175,3099,Open
6340,4551,Open
6470,3324,Open
6542,4358,Open
6202,4088,Open
6400,4528,Open
6423,4846,Open
5976,4455,Open
6593,3114,Open
6383,3376,Open
6490,3104,Open
6163,4463,Open
6512,4376,Open
6960,3074,Open
6226,4375,Open
7127,4224,Open
7150,3288,Open
6701,4133,Open
6257,4295,Open
6904,4407,Open
6456,4503,Open
7067,3714,Open
6640,3144,Open
6998,3108,Open
6975,3594,Open
7021,3360,Open
6990,4252,Open
6823,3800,Open
6400,4566,Open
7035,3224,Open
6635,4571,Open
6898,3463,Open
7021,3187,Open
7114,4184,Open
6816,3137,Open
6676,4483,Open
7329,4359,Open
7030,4571,Open
7199,4550,Open
7609,3300,Open
7156,4595,Open
6927,3738,Open
7008,4803,Open
7410,3284,Open
7118,4383,Open
6708,4330,Open
6825,3120,Open
6919,4600,Open
7107,3535,Open
6769,3107,Open
7397,3732,Open
6756,4370,Open
7657,4474,Open
7174,3797,Open
7419,3328,Open
7371,4194,Open
6668,4092,Open
6720,4357,Open
7290,3124,Open
6908,3725,Open
7313,3254,Open
6763,4051,Open
7384,3081,Open
7341,3266,Open
7167,3396,Open
6448,4103,Open
7371,3362,Open
6688,4347,Open
7317,3144,Open
7275,4316,Open
7020,3172,Open
7198,4095,Open
6889,3351,Open
7287,3120,Open
6959,3075,Open
6999,3683,Open
6935,4382,Open
7036,3132,Open
6624,4354,Open
7163,4457,Open
7208,3120,Open
7415,3894,Open
6616,3838,Open
6824,3268,Open
7232,3228,Open
6943,3600,Open
7143,3354,Open
7167,4120,Open
6775,3080,Open
7127,4376,Open
6833,3679,Open
6574,4428,Open
6816,4398,Open
6452,3567,Open
6757,4264,Open
7123,3344,Open
6727,3088,Open
6448,4335,Open
7130,4143,Open
6954,4370,Open
6520,4575,Open
6975,4577,Open
6569,3742,Open
6479,3317,Open
6521,4276,Open
7132,4387,Open
6473,3774,Open
6831,3938,Open
6943,4509,Open
6608,3263,Open
6664,4448,Open
6608,3600,Open
6704,3344,Open
7112,4134,Open
7027,4145,Open
6921,3616,Open
6717,4115,Open
6304,4319,Open
6616,3204,Open
7077,3327,Open
7091,3160,Open
6421,4389,Open
6378,3197,Open
6414,4524,Open
6910,2936,Open
6692,3583,Open
6895,3327,Open
6668,4491,Open
6735,4328,Open
6811,3203,Open
6264,4575,Open
6870,3438,Open
6262,3266,Open
7071,4351,Open
6256,3114,Open
6498,3377,Open
6168,4151,Open
6180,3819,Open
6187,3161,Open
6204,2872,Open
6734,3088,Open
6157,4353,Open
6891,3492,Open
6384,4271,Open
6207,3365,Open
6149,3800,Open
6368,4439,Open
6460,4527,Open
6678,3344,Open
6845,3326,Open
6481,3483,Open
6799,3330,Open
6292,4563,Open
6184,4287,Open
6520,3071,Open
6070,4471,Open
5896,4557,Open
6611,3113,Open
6666,3772,Open
6076,4362,Open
6584,3088,Open
6068,4387,Open
5975,4323,Open
6669,4530,Open
5984,4295,Open
6718,3135,Open
6038,3501,Open
6181,4432,Open
5992,3255,Open
5994,4543,Open
6541,4555,Open
6354,3583,Open
6687,4182,Open
5936,3479,Open
5902,3255,Open
6584,3839,Open
5922,3071,Open
5912,3235,Open
5928,3323,Open
6008,3064,Open
6892,2868,Open
6256,3048,Open
5648,3429,Open
6340,2850,Open
6112,3104,Open
5828,4150,Open
5992,3151,Open
6598,3126,Open
6575,3071,Open
5672,4379,Open
6631,3736,Open
5796,3104,Open
6506,2848,Open
5708,3071,Open
6539,4408,Open
6138,4189,Open
5796,3071,Open
6526,3775,Open
6490,3607,Open
5939,4308,Open
6463,3713,Open
5957,4573,Open
5757,2853,Open
5812,3384,Open
6192,3765,Open
6504,4580,Open
6487,3231,Open
6200,3788,Open
6392,3096,Open
6307,3088,Open
6541,4415,Open
6270,4210,Open
5816,3205,Open
6315,4847,Open
5637,4579,Open
5952,4336,Open
6581,4264,Open
6459,3395,Open
5969,3352,Open
6266,4375,Open
6513,4271,Open
6831,4124,Open
6264,3159,Open
6819,4792,Open
6853,3382,Open
5984,3464,Open
6227,4544,Open
6176,4599,Open
6216,4107,Open
6216,4455,Open
6225,3647,Open
6368,4335,Open
6455,4296,Open
6409,3327,Open
6831,3392,Open
6485,4555,Open
6744,3196,Open
6280,4599,Open
6408,3636,Open
6653,3195,Open
6870,3088,Open
6925,4584,Open
6941,4543,Open
6596,4277,Open
6308,3113,Open
6409,3519,Open
6525,4239,Open
6812,3107,Open
6797,4439,Open
6414,4386,Open
7008,3200,Open
7008,3350,Open
6472,4398,Open
6208,4347,Open
6320,3727,Open
6739,4515,Open
6584,3496,Open
6894,4541,Open
6585,4447,Open
6172,4356,Open
6461,4599,Open
6593,3158,Open
7159,4375,Open
6268,4215,Open
6709,3312,Open
6561,3470,Open
6959,3583,Open
7149,2972,Open
6432,3792,Open
6911,4478,Open
6560,3459,Open
6558,3112,Open
6636,3362,Open
6224,4565,Open
6870,3285,Open
7135,3505,Open
6795,3115,Open
6905,4119,Open
6472,4295,Open
6198,3079,Open
5896,4571,Open
6221,3100,Open
6807,3600,Open
6231,4543,Open
6847,3583,Open
6518,3083,Open
6233,4557,Open
7086,4096,Open
6236,3263,Open
7071,3592,Open
6184,4584,Open
6415,4420,Open
7031,3327,Open
6329,4515,Open
6463,4571,Open
6666,3100,Open
6496,4575,Open
7047,2832,Open
6834,3796,Open
6937,4591,Open
7019,3128,Open
6919,3129,Open
6790,4532,Open
7423,3327,Open
6851,3160,Open
6847,4575,Open
6592,4573,Open
6906,4607,Open
7103,3327,Open
7067,4072,Open
6538,4582,Open
6458,4495,Open
6779,4096,Open
6628,4111,Open
6912,3532,Open
6709,4416,Open
6768,3558,Open
7088,4342,Open
7040,3254,Open
6696,4331,Open
7396,3363,Open
6982,4359,Open
7049,4364,Open
6696,4561,Open
6792,4733,Open
7582,3440,Open
6856,4358,Open
7430,4519,Open
7032,4845,Open
6848,4602,Open
7399,4373,Open
7670,4495,Open
7112,3566,Open
6768,3273,Open
7008,3189,Open
7315,3140,Open
6733,4597,Open
7018,3082,Open
6736,4607,Open
6720,3648,Open
7171,3397,Open
6987,4370,Open
7355,4540,Open
7327,4734,Open
6732,3632,Open
6744,3088,Open
7385,3345,Open
6932,4603,Open
7373,3134,Open
7292,3802,Open
6532,4077,Open
7363,3194,Open
6843,4564,Open
7271,3232,Open
7254,4152,Open
7271,3122,Open
7085,2926,Open
6853,4575,Open
7196,3820,Open
7128,3115,Open
7131,4469,Open
6768,4495,Open
7246,4579,Open
6716,4449,Open
6663,4231,Open
7163,3116,Open
6743,3260,Open
6479,3143,Open
6423,4431,Open
7173,3201,Open
6817,3455,Open
6500,3039,Open
6652,3807,Open
7303,4607,Open
7167,3648,Open
7007,3327,Open
7167,3280,Open
7003,3088,Open
7139,3184,Open
6200,3529,Open
6547,4591,Open
6614,4167,Open
7120,3330,Open
6648,4573,Open
6172,4526,Open
6693,4414,Open
6560,3456,Open
6632,4328,Open
6660,3138,Open
6403,3049,Open
6455,4531,Open
6336,3847,Open
6357,3583,Open
7018,4368,Open
6669,3829,Open
7096,3797,Open
6766,4575,Open
6566,3327,Open
6302,3327,Open
6682,4526,Open
6629,4607,Open
6471,3171,Open
6160,3680,Open
7101,4506,Open
6712,4473,Open
6711,3055,Open
6240,4414,Open
6826,3775,Open
6537,3276,Open
6415,3529,Open
6805,4346,Open
6898,4448,Open
6240,4604,Open
6817,3207,Open
6604,4095,Open
6515,3111,Open
6723,2831,Open
6437,3572,Open
6871,4311,Open
6735,4307,Open
6743,4293,Open
6767,4424,Open
6381,3317,Open
6477,3819,Open
6237,3581,Open
5925,2848,Open
6347,2836,Open
6168,4517,Open
6890,3242,Open
5905,3600,Open
6356,4380,Open
6328,3287,Open
6308,3095,Open
6049,3169,Open
6049,3071,Open
6828,3764,Open
6806,3071,Open
6368,4323,Open
5904,3393,Open
6749,3995,Open
6056,4509,Open
6315,2970,Open
6665,3327,Open
6056,3775,Open
6883,3120,Open
6598,3371,Open
6332,3327,Open
6642,4240,Open
6369,3269,Open
6499,4255,Open
6718,4274,Open
5920,2987,Open
6487,4530,Open
6191,4391,Open
6271,3321,Open
6247,4563,Open
6642,4423,Open
6535,4215,Open
6430,3327,Open
6027,2880,Open
6778,3132,Open
5952,4397,Open
6282,4509,Open
6623,4390,Open
6640,4494,Open
5941,4309,Open
6339,4095,Open
6652,3327,Open
5952,3071,Open
5696,3041,Open
6591,4374,Open
6121,3327,Open
5819,3583,Open
6141,3049,Open
6511,4557,Open
6479,4287,Open
6112,4407,Open
6509,4432,Open
6606,4376,Open
6310,4347,Open
6556,3320,Open
6064,4529,Open
6333,3576,Open
6307,3544,Open
5796,2827,Open
6012,3839,Open
5795,3327,Open
6504,3188,Open
5764,4447,Open
6352,4396,Open
6591,4404,Open
5955,2895,Open
6246,3168,Open
5768,3184,Open
5738,4594,Open
5947,3171,Open
6501,4448,Open
6291,4606,Open
